MSB,LSB,16-bit HEX,Decimal Value,Analog Output (V)
0xE5,0xA6,0xE5A6,58790,0.80429413
0xE5,0xA7,0xE5A7,58791,0.80429674
0xE5,0xA8,0xE5A8,58792,0.80434709
0xE5,0xA9,0xE5A9,58793,0.80433948
0xE5,0xAA,0xE5AA,58794,0.80434383
0xE5,0xAB,0xE5AB,58795,0.80434948
0xE5,0xAC,0xE5AC,58796,0.80437025
0xE5,0xAD,0xE5AD,58797,0.80439374
0xE5,0xAE,0xE5AE,58798,0.80442941
0xE5,0xAF,0xE5AF,58799,0.804433
0xE5,0xB0,0xE5B0,58800,0.80446497
0xE5,0xB1,0xE5B1,58801,0.80445888
0xE5,0xB2,0xE5B2,58802,0.80447302
0xE5,0xB3,0xE5B3,58803,0.80448716
0xE5,0xB4,0xE5B4,58804,0.80450282
0xE5,0xB5,0xE5B5,58805,0.8044927
0xE5,0xB6,0xE5B6,58806,0.80451315
0xE5,0xB7,0xE5B7,58807,0.80453348
0xE5,0xB8,0xE5B8,58808,0.80457187
0xE5,0xB9,0xE5B9,58809,0.80457415
0xE5,0xBA,0xE5BA,58810,0.8045747
0xE5,0xBB,0xE5BB,58811,0.80458111
0xE5,0xBC,0xE5BC,58812,0.80461787
0xE5,0xBD,0xE5BD,58813,0.80462668
0xE5,0xBE,0xE5BE,58814,0.8046518
0xE5,0xBF,0xE5BF,58815,0.80466855
0xE5,0xC0,0xE5C0,58816,0.80474119
0xE5,0xC1,0xE5C1,58817,0.80473086
0xE5,0xC2,0xE5C2,58818,0.80473162
0xE5,0xC3,0xE5C3,58819,0.80475696
0xE5,0xC4,0xE5C4,58820,0.80475369
0xE5,0xC5,0xE5C5,58821,0.80475739
0xE5,0xC6,0xE5C6,58822,0.80475098
0xE5,0xC7,0xE5C7,58823,0.80476903
0xE5,0xC8,0xE5C8,58824,0.80479502
0xE5,0xC9,0xE5C9,58825,0.80479828
0xE5,0xCA,0xE5CA,58826,0.80479241
0xE5,0xCB,0xE5CB,58827,0.80481883
0xE5,0xCC,0xE5CC,58828,0.80483906
0xE5,0xCD,0xE5CD,58829,0.80485331
0xE5,0xCE,0xE5CE,58830,0.80487092
0xE5,0xCF,0xE5CF,58831,0.80488354
0xE5,0xD0,0xE5D0,58832,0.80492921
0xE5,0xD1,0xE5D1,58833,0.80491301
0xE5,0xD2,0xE5D2,58834,0.80492475
0xE5,0xD3,0xE5D3,58835,0.80492878
0xE5,0xD4,0xE5D4,58836,0.8049539
0xE5,0xD5,0xE5D5,58837,0.80495401
0xE5,0xD6,0xE5D6,58838,0.80497271
0xE5,0xD7,0xE5D7,58839,0.80495596
0xE5,0xD8,0xE5D8,58840,0.80501219
0xE5,0xD9,0xE5D9,58841,0.80501828
0xE5,0xDA,0xE5DA,58842,0.80503013
0xE5,0xDB,0xE5DB,58843,0.80503698
0xE5,0xDC,0xE5DC,58844,0.8050534
0xE5,0xDD,0xE5DD,58845,0.80505427
0xE5,0xDE,0xE5DE,58846,0.80509603
0xE5,0xDF,0xE5DF,58847,0.80509668
0xE5,0xE0,0xE5E0,58848,0.80518727
0xE5,0xE1,0xE5E1,58849,0.80520684
0xE5,0xE2,0xE5E2,58850,0.80519901
0xE5,0xE3,0xE5E3,58851,0.80521598
0xE5,0xE4,0xE5E4,58852,0.80521826
0xE5,0xE5,0xE5E5,58853,0.80521913
0xE5,0xE6,0xE5E6,58854,0.8052324
0xE5,0xE7,0xE5E7,58855,0.80524556
0xE5,0xE8,0xE5E8,58856,0.80529112
0xE5,0xE9,0xE5E9,58857,0.8052759
0xE5,0xEA,0xE5EA,58858,0.80530124
0xE5,0xEB,0xE5EB,58859,0.80531755
0xE5,0xEC,0xE5EC,58860,0.80532244
0xE5,0xED,0xE5ED,58861,0.80532712
0xE5,0xEE,0xE5EE,58862,0.80534952
0xE5,0xEF,0xE5EF,58863,0.8053717
0xE5,0xF0,0xE5F0,58864,0.80543401
0xE5,0xF1,0xE5F1,58865,0.80544195
0xE5,0xF2,0xE5F2,58866,0.80544326
0xE5,0xF3,0xE5F3,58867,0.80543923
0xE5,0xF4,0xE5F4,58868,0.80545783
0xE5,0xF5,0xE5F5,58869,0.80545685
0xE5,0xF6,0xE5F6,58870,0.80547023
0xE5,0xF7,0xE5F7,58871,0.80549513
0xE5,0xF8,0xE5F8,58872,0.8055345
0xE5,0xF9,0xE5F9,58873,0.80553852
0xE5,0xFA,0xE5FA,58874,0.80555179
0xE5,0xFB,0xE5FB,58875,0.80555538
0xE5,0xFC,0xE5FC,58876,0.80558474
0xE5,0xFD,0xE5FD,58877,0.80560127
0xE5,0xFE,0xE5FE,58878,0.80562389
0xE5,0xFF,0xE5FF,58879,0.80564346
0xE6,0x0,0xE600,58880,0.80581583
0xE6,0x1,0xE601,58881,0.80579484
0xE6,0x2,0xE602,58882,0.80581659
0xE6,0x3,0xE603,58883,0.80581082
0xE6,0x4,0xE604,58884,0.80583312
0xE6,0x5,0xE605,58885,0.80583322
0xE6,0x6,0xE606,58886,0.80583736
0xE6,0x7,0xE607,58887,0.80584192
0xE6,0x8,0xE608,58888,0.80586226
0xE6,0x9,0xE609,58889,0.8058603
0xE6,0xA,0xE60A,58890,0.80587846
0xE6,0xB,0xE60B,58891,0.80587444
0xE6,0xC,0xE60C,58892,0.8058963
0xE6,0xD,0xE60D,58893,0.80589478
0xE6,0xE,0xE60E,58894,0.80590228
0xE6,0xF,0xE60F,58895,0.80590598
0xE6,0x10,0xE610,58896,0.80595067
0xE6,0x11,0xE611,58897,0.8059461
0xE6,0x12,0xE612,58898,0.80593784
0xE6,0x13,0xE613,58899,0.80595176
0xE6,0x14,0xE614,58900,0.80595883
0xE6,0x15,0xE615,58901,0.80594502
0xE6,0x16,0xE616,58902,0.80597503
0xE6,0x17,0xE617,58903,0.80598199
0xE6,0x18,0xE618,58904,0.8060207
0xE6,0x19,0xE619,58905,0.8060256
0xE6,0x1A,0xE61A,58906,0.80602756
0xE6,0x1B,0xE61B,58907,0.80603973
0xE6,0x1C,0xE61C,58908,0.8060493
0xE6,0x1D,0xE61D,58909,0.80605039
0xE6,0x1E,0xE61E,58910,0.8060779
0xE6,0x1F,0xE61F,58911,0.80609791
0xE6,0x20,0xE620,58912,0.80615098
0xE6,0x21,0xE621,58913,0.8061499
0xE6,0x22,0xE622,58914,0.80616251
0xE6,0x23,0xE623,58915,0.80616468
0xE6,0x24,0xE624,58916,0.80617915
0xE6,0x25,0xE625,58917,0.80617523
0xE6,0x26,0xE626,58918,0.80618285
0xE6,0x27,0xE627,58919,0.80620601
0xE6,0x28,0xE628,58920,0.80622591
0xE6,0x29,0xE629,58921,0.80623515
0xE6,0x2A,0xE62A,58922,0.80623918
0xE6,0x2B,0xE62B,58923,0.8062618
0xE6,0x2C,0xE62C,58924,0.80628692
0xE6,0x2D,0xE62D,58925,0.80628376
0xE6,0x2E,0xE62E,58926,0.80630573
0xE6,0x2F,0xE62F,58927,0.80630149
0xE6,0x30,0xE630,58928,0.80636467
0xE6,0x31,0xE631,58929,0.80636641
0xE6,0x32,0xE632,58930,0.80635271
0xE6,0x33,0xE633,58931,0.80636608
0xE6,0x34,0xE634,58932,0.80638957
0xE6,0x35,0xE635,58933,0.80639599
0xE6,0x36,0xE636,58934,0.8064086
0xE6,0x37,0xE637,58935,0.8064011
0xE6,0x38,0xE638,58936,0.80644155
0xE6,0x39,0xE639,58937,0.80644775
0xE6,0x3A,0xE63A,58938,0.80646526
0xE6,0x3B,0xE63B,58939,0.80646319
0xE6,0x3C,0xE63C,58940,0.80649832
0xE6,0x3D,0xE63D,58941,0.80650093
0xE6,0x3E,0xE63E,58942,0.80652029
0xE6,0x3F,0xE63F,58943,0.80653997
0xE6,0x40,0xE640,58944,0.80661544
0xE6,0x41,0xE641,58945,0.80660772
0xE6,0x42,0xE642,58946,0.80662055
0xE6,0x43,0xE643,58947,0.80663349
0xE6,0x44,0xE644,58948,0.80661707
0xE6,0x45,0xE645,58949,0.80661479
0xE6,0x46,0xE646,58950,0.80662545
0xE6,0x47,0xE647,58951,0.80665818
0xE6,0x48,0xE648,58952,0.8066895
0xE6,0x49,0xE649,58953,0.80668384
0xE6,0x4A,0xE64A,58954,0.80668623
0xE6,0x4B,0xE64B,58955,0.80670548
0xE6,0x4C,0xE64C,58956,0.80673343
0xE6,0x4D,0xE64D,58957,0.80673071
0xE6,0x4E,0xE64E,58958,0.80675116
0xE6,0x4F,0xE64F,58959,0.80676312
0xE6,0x50,0xE650,58960,0.80679292
0xE6,0x51,0xE651,58961,0.80679705
0xE6,0x52,0xE652,58962,0.80680096
0xE6,0x53,0xE653,58963,0.80680216
0xE6,0x54,0xE654,58964,0.80680053
0xE6,0x55,0xE655,58965,0.80679879
0xE6,0x56,0xE656,58966,0.80682543
0xE6,0x57,0xE657,58967,0.80684859
0xE6,0x58,0xE658,58968,0.80687339
0xE6,0x59,0xE659,58969,0.80686643
0xE6,0x5A,0xE65A,58970,0.80688361
0xE6,0x5B,0xE65B,58971,0.80687502
0xE6,0x5C,0xE65C,58972,0.80690927
0xE6,0x5D,0xE65D,58973,0.80692657
0xE6,0x5E,0xE65E,58974,0.8069481
0xE6,0x5F,0xE65F,58975,0.80695005
0xE6,0x60,0xE660,58976,0.80701617
0xE6,0x61,0xE661,58977,0.80701813
0xE6,0x62,0xE662,58978,0.8070314
0xE6,0x63,0xE663,58979,0.80704064
0xE6,0x64,0xE664,58980,0.80706315
0xE6,0x65,0xE665,58981,0.80703651
0xE6,0x66,0xE666,58982,0.807055
0xE6,0x67,0xE667,58983,0.80706446
0xE6,0x68,0xE668,58984,0.80711133
0xE6,0x69,0xE669,58985,0.80710197
0xE6,0x6A,0xE66A,58986,0.80712709
0xE6,0x6B,0xE66B,58987,0.80713036
0xE6,0x6C,0xE66C,58988,0.80715635
0xE6,0x6D,0xE66D,58989,0.80716853
0xE6,0x6E,0xE66E,58990,0.80717342
0xE6,0x6F,0xE66F,58991,0.80720159
0xE6,0x70,0xE670,58992,0.80725661
0xE6,0x71,0xE671,58993,0.80724041
0xE6,0x72,0xE672,58994,0.80722932
0xE6,0x73,0xE673,58995,0.80725455
0xE6,0x74,0xE674,58996,0.80728249
0xE6,0x75,0xE675,58997,0.80726727
0xE6,0x76,0xE676,58998,0.80729163
0xE6,0x77,0xE677,58999,0.80730696
0xE6,0x78,0xE678,59000,0.80733578
0xE6,0x79,0xE679,59001,0.80733698
0xE6,0x7A,0xE67A,59002,0.80734916
0xE6,0x7B,0xE67B,59003,0.80736558
0xE6,0x7C,0xE67C,59004,0.8074007
0xE6,0x7D,0xE67D,59005,0.80740059
0xE6,0x7E,0xE67E,59006,0.80741597
0xE6,0x7F,0xE67F,59007,0.8074326
0xE6,0x80,0xE680,59008,0.80744892
0xE6,0x81,0xE681,59009,0.80752047
0xE6,0x82,0xE682,59010,0.80750753
0xE6,0x83,0xE683,59011,0.8075146
0xE6,0x84,0xE684,59012,0.80752297
0xE6,0x85,0xE685,59013,0.80752232
0xE6,0x86,0xE686,59014,0.80753885
0xE6,0x87,0xE687,59015,0.80754918
0xE6,0x88,0xE688,59016,0.80757321
0xE6,0x89,0xE689,59017,0.807573
0xE6,0x8A,0xE68A,59018,0.80756832
0xE6,0x8B,0xE68B,59019,0.80757713
0xE6,0x8C,0xE68C,59020,0.80759366
0xE6,0x8D,0xE68D,59021,0.80759148
0xE6,0x8E,0xE68E,59022,0.80760769
0xE6,0x8F,0xE68F,59023,0.80762367
0xE6,0x90,0xE690,59024,0.80766239
0xE6,0x91,0xE691,59025,0.80767261
0xE6,0x92,0xE692,59026,0.80766587
0xE6,0x93,0xE693,59027,0.80766782
0xE6,0x94,0xE694,59028,0.8076887
0xE6,0x95,0xE695,59029,0.80770904
0xE6,0x96,0xE696,59030,0.80769479
0xE6,0x97,0xE697,59031,0.80772274
0xE6,0x98,0xE698,59032,0.80776102
0xE6,0x99,0xE699,59033,0.80774656
0xE6,0x9A,0xE69A,59034,0.80776254
0xE6,0x9B,0xE69B,59035,0.80777472
0xE6,0x9C,0xE69C,59036,0.80781006
0xE6,0x9D,0xE69D,59037,0.80781724
0xE6,0x9E,0xE69E,59038,0.80785302
0xE6,0x9F,0xE69F,59039,0.80784497
0xE6,0xA0,0xE6A0,59040,0.8079261
0xE6,0xA1,0xE6A1,59041,0.80790283
0xE6,0xA2,0xE6A2,59042,0.80790217
0xE6,0xA3,0xE6A3,59043,0.80791544
0xE6,0xA4,0xE6A4,59044,0.80792251
0xE6,0xA5,0xE6A5,59045,0.80791838
0xE6,0xA6,0xE6A6,59046,0.80794676
0xE6,0xA7,0xE6A7,59047,0.80793806
0xE6,0xA8,0xE6A8,59048,0.80798004
0xE6,0xA9,0xE6A9,59049,0.80798178
0xE6,0xAA,0xE6AA,59050,0.80798112
0xE6,0xAB,0xE6AB,59051,0.80798884
0xE6,0xAC,0xE6AC,59052,0.80801103
0xE6,0xAD,0xE6AD,59053,0.80800135
0xE6,0xAE,0xE6AE,59054,0.80802799
0xE6,0xAF,0xE6AF,59055,0.80802701
0xE6,0xB0,0xE6B0,59056,0.80808356
0xE6,0xB1,0xE6B1,59057,0.80806529
0xE6,0xB2,0xE6B2,59058,0.80809096
0xE6,0xB3,0xE6B3,59059,0.80810172
0xE6,0xB4,0xE6B4,59060,0.80811195
0xE6,0xB5,0xE6B5,59061,0.80811042
0xE6,0xB6,0xE6B6,59062,0.80811956
0xE6,0xB7,0xE6B7,59063,0.80814598
0xE6,0xB8,0xE6B8,59064,0.80818448
0xE6,0xB9,0xE6B9,59065,0.80817437
0xE6,0xBA,0xE6BA,59066,0.80819198
0xE6,0xBB,0xE6BB,59067,0.80821536
0xE6,0xBC,0xE6BC,59068,0.8082494
0xE6,0xBD,0xE6BD,59069,0.80823668
0xE6,0xBE,0xE6BE,59070,0.80827213
0xE6,0xBF,0xE6BF,59071,0.80829105
0xE6,0xC0,0xE6C0,59072,0.80838316
0xE6,0xC1,0xE6C1,59073,0.80836761
0xE6,0xC2,0xE6C2,59074,0.80837239
0xE6,0xC3,0xE6C3,59075,0.80837359
0xE6,0xC4,0xE6C4,59076,0.80838251
0xE6,0xC5,0xE6C5,59077,0.80837674
0xE6,0xC6,0xE6C6,59078,0.80839621
0xE6,0xC7,0xE6C7,59079,0.80840817
0xE6,0xC8,0xE6C8,59080,0.80844275
0xE6,0xC9,0xE6C9,59081,0.80843677
0xE6,0xCA,0xE6CA,59082,0.80844884
0xE6,0xCB,0xE6CB,59083,0.80846211
0xE6,0xCC,0xE6CC,59084,0.80848038
0xE6,0xCD,0xE6CD,59085,0.80848495
0xE6,0xCE,0xE6CE,59086,0.80851637
0xE6,0xCF,0xE6CF,59087,0.80851811
0xE6,0xD0,0xE6D0,59088,0.80855509
0xE6,0xD1,0xE6D1,59089,0.80856912
0xE6,0xD2,0xE6D2,59090,0.80856477
0xE6,0xD3,0xE6D3,59091,0.80856705
0xE6,0xD4,0xE6D4,59092,0.80857738
0xE6,0xD5,0xE6D5,59093,0.80857999
0xE6,0xD6,0xE6D6,59094,0.80858989
0xE6,0xD7,0xE6D7,59095,0.80860761
0xE6,0xD8,0xE6D8,59096,0.80864437
0xE6,0xD9,0xE6D9,59097,0.80864013
0xE6,0xDA,0xE6DA,59098,0.8086584
0xE6,0xDB,0xE6DB,59099,0.80865753
0xE6,0xDC,0xE6DC,59100,0.80869668
0xE6,0xDD,0xE6DD,59101,0.8086908
0xE6,0xDE,0xE6DE,59102,0.80872713
0xE6,0xDF,0xE6DF,59103,0.80874768
0xE6,0xE0,0xE6E0,59104,0.80881684
0xE6,0xE1,0xE6E1,59105,0.80880445
0xE6,0xE2,0xE6E2,59106,0.80881586
0xE6,0xE3,0xE6E3,59107,0.80881391
0xE6,0xE4,0xE6E4,59108,0.8088325
0xE6,0xE5,0xE6E5,59109,0.8088263
0xE6,0xE6,0xE6E6,59110,0.80884566
0xE6,0xE7,0xE6E7,59111,0.80885675
0xE6,0xE8,0xE6E8,59112,0.80889568
0xE6,0xE9,0xE6E9,59113,0.80888851
0xE6,0xEA,0xE6EA,59114,0.80889514
0xE6,0xEB,0xE6EB,59115,0.80890145
0xE6,0xEC,0xE6EC,59116,0.80892407
0xE6,0xED,0xE6ED,59117,0.80893744
0xE6,0xEE,0xE6EE,59118,0.80895723
0xE6,0xEF,0xE6EF,59119,0.80897811
0xE6,0xF0,0xE6F0,59120,0.80902346
0xE6,0xF1,0xE6F1,59121,0.80902542
0xE6,0xF2,0xE6F2,59122,0.8090339
0xE6,0xF3,0xE6F3,59123,0.80903129
0xE6,0xF4,0xE6F4,59124,0.80905424
0xE6,0xF5,0xE6F5,59125,0.80905511
0xE6,0xF6,0xE6F6,59126,0.80907207
0xE6,0xF7,0xE6F7,59127,0.80909382
0xE6,0xF8,0xE6F8,59128,0.80913014
0xE6,0xF9,0xE6F9,59129,0.80912721
0xE6,0xFA,0xE6FA,59130,0.80913841
0xE6,0xFB,0xE6FB,59131,0.80916048
0xE6,0xFC,0xE6FC,59132,0.80917418
0xE6,0xFD,0xE6FD,59133,0.80918517
0xE6,0xFE,0xE6FE,59134,0.80921496
0xE6,0xFF,0xE6FF,59135,0.80925031
0xE7,0x0,0xE700,59136,0.80936177
0xE7,0x1,0xE701,59137,0.80935764
0xE7,0x2,0xE702,59138,0.8093659
0xE7,0x3,0xE703,59139,0.80936319
0xE7,0x4,0xE704,59140,0.80937178
0xE7,0x5,0xE705,59141,0.80938526
0xE7,0x6,0xE706,59142,0.58573457
0xE7,0x7,0xE707,59143,0.80941582
0xE7,0x8,0xE708,59144,0.80944061
0xE7,0x9,0xE709,59145,0.80944562
0xE7,0xA,0xE70A,59146,0.80944649
0xE7,0xB,0xE70B,59147,0.80945693
0xE7,0xC,0xE70C,59148,0.80948498
0xE7,0xD,0xE70D,59149,0.80947574
0xE7,0xE,0xE70E,59150,0.8094864
0xE7,0xF,0xE70F,59151,0.80949238
0xE7,0x10,0xE710,59152,0.80953457
0xE7,0x11,0xE711,59153,0.80952337
0xE7,0x12,0xE712,59154,0.80951848
0xE7,0x13,0xE713,59155,0.80952261
0xE7,0x14,0xE714,59156,0.80953979
0xE7,0x15,0xE715,59157,0.80952957
0xE7,0x16,0xE716,59158,0.80953772
0xE7,0x17,0xE717,59159,0.80956535
0xE7,0x18,0xE718,59160,0.80960993
0xE7,0x19,0xE719,59161,0.80958285
0xE7,0x1A,0xE71A,59162,0.80958775
0xE7,0x1B,0xE71B,59163,0.80959884
0xE7,0x1C,0xE71C,59164,0.80963353
0xE7,0x1D,0xE71D,59165,0.80964386
0xE7,0x1E,0xE71E,59166,0.8096667
0xE7,0x1F,0xE71F,59167,0.80967714
0xE7,0x20,0xE720,59168,0.80973902
0xE7,0x21,0xE721,59169,0.80971857
0xE7,0x22,0xE722,59170,0.80973728
0xE7,0x23,0xE723,59171,0.80974119
0xE7,0x24,0xE724,59172,0.80975435
0xE7,0x25,0xE725,59173,0.8097562
0xE7,0x26,0xE726,59174,0.80975718
0xE7,0x27,0xE727,59175,0.80976925
0xE7,0x28,0xE728,59176,0.80978697
0xE7,0x29,0xE729,59177,0.80980589
0xE7,0x2A,0xE72A,59178,0.80981438
0xE7,0x2B,0xE72B,59179,0.80981133
0xE7,0x2C,0xE72C,59180,0.80983776
0xE7,0x2D,0xE72D,59181,0.80984591
0xE7,0x2E,0xE72E,59182,0.80986201
0xE7,0x2F,0xE72F,59183,0.80987397
0xE7,0x30,0xE730,59184,0.8099303
0xE7,0x31,0xE731,59185,0.8099278
0xE7,0x32,0xE732,59186,0.8099141
0xE7,0x33,0xE733,59187,0.8099253
0xE7,0x34,0xE734,59188,0.80995825
0xE7,0x35,0xE735,59189,0.80993846
0xE7,0x36,0xE736,59190,0.80996238
0xE7,0x37,0xE737,59191,0.80996151
0xE7,0x38,0xE738,59192,0.8100148
0xE7,0x39,0xE739,59193,0.81001012
0xE7,0x3A,0xE73A,59194,0.81001719
0xE7,0x3B,0xE73B,59195,0.81002806
0xE7,0x3C,0xE73C,59196,0.81005395
0xE7,0x3D,0xE73D,59197,0.81007493
0xE7,0x3E,0xE73E,59198,0.81011963
0xE7,0x3F,0xE73F,59199,0.81013083
0xE7,0x40,0xE740,59200,0.81019891
0xE7,0x41,0xE741,59201,0.81019891
0xE7,0x42,0xE742,59202,0.81018629
0xE7,0x43,0xE743,59203,0.81018901
0xE7,0x44,0xE744,59204,0.81020891
0xE7,0x45,0xE745,59205,0.81018553
0xE7,0x46,0xE746,59206,0.81021304
0xE7,0x47,0xE747,59207,0.81022403
0xE7,0x48,0xE748,59208,0.81025698
0xE7,0x49,0xE749,59209,0.8102312
0xE7,0x4A,0xE74A,59210,0.81024828
0xE7,0x4B,0xE74B,59211,0.81024708
0xE7,0x4C,0xE74C,59212,0.81026796
0xE7,0x4D,0xE74D,59213,0.81027699
0xE7,0x4E,0xE74E,59214,0.81029417
0xE7,0x4F,0xE74F,59215,0.81031363
0xE7,0x50,0xE750,59216,0.81035213
0xE7,0x51,0xE751,59217,0.81034734
0xE7,0x52,0xE752,59218,0.81034593
0xE7,0x53,0xE753,59219,0.81036529
0xE7,0x54,0xE754,59220,0.81037823
0xE7,0x55,0xE755,59221,0.81039226
0xE7,0x56,0xE756,59222,0.81040139
0xE7,0x57,0xE757,59223,0.81039911
0xE7,0x58,0xE758,59224,0.81045316
0xE7,0x59,0xE759,59225,0.81044946
0xE7,0x5A,0xE75A,59226,0.81046001
0xE7,0x5B,0xE75B,59227,0.8104736
0xE7,0x5C,0xE75C,59228,0.81051014
0xE7,0x5D,0xE75D,59229,0.81051221
0xE7,0x5E,0xE75E,59230,0.81052656
0xE7,0x5F,0xE75F,59231,0.81055875
0xE7,0x60,0xE760,59232,0.81062835
0xE7,0x61,0xE761,59233,0.81061519
0xE7,0x62,0xE762,59234,0.81061606
0xE7,0x63,0xE763,59235,0.81062541
0xE7,0x64,0xE764,59236,0.81065379
0xE7,0x65,0xE765,59237,0.81064325
0xE7,0x66,0xE766,59238,0.81064999
0xE7,0x67,0xE767,59239,0.81066402
0xE7,0x68,0xE768,59240,0.81069305
0xE7,0x69,0xE769,59241,0.81069294
0xE7,0x6A,0xE76A,59242,0.81069294
0xE7,0x6B,0xE76B,59243,0.81070469
0xE7,0x6C,0xE76C,59244,0.81073274
0xE7,0x6D,0xE76D,59245,0.81074427
0xE7,0x6E,0xE76E,59246,0.8107521
0xE7,0x6F,0xE76F,59247,0.81077102
0xE7,0x70,0xE770,59248,0.81082746
0xE7,0x71,0xE771,59249,0.81081507
0xE7,0x72,0xE772,59250,0.81082148
0xE7,0x73,0xE773,59251,0.81082898
0xE7,0x74,0xE774,59252,0.8108441
0xE7,0x75,0xE775,59253,0.81086172
0xE7,0x76,0xE776,59254,0.81087618
0xE7,0x77,0xE777,59255,0.8108889
0xE7,0x78,0xE778,59256,0.81093055
0xE7,0x79,0xE779,59257,0.81092707
0xE7,0x7A,0xE77A,59258,0.81095241
0xE7,0x7B,0xE77B,59259,0.81096883
0xE7,0x7C,0xE77C,59260,0.81098895
0xE7,0x7D,0xE77D,59261,0.81099602
0xE7,0x7E,0xE77E,59262,0.81101255
0xE7,0x7F,0xE77F,59263,0.81103256
0xE7,0x80,0xE780,59264,0.81113304
0xE7,0x81,0xE781,59265,0.81112684
0xE7,0x82,0xE782,59266,0.81111499
0xE7,0x83,0xE783,59267,0.81111379
0xE7,0x84,0xE784,59268,0.81112249
0xE7,0x85,0xE785,59269,0.81112575
0xE7,0x86,0xE786,59270,0.81113445
0xE7,0x87,0xE787,59271,0.8111437
0xE7,0x88,0xE788,59272,0.81118491
0xE7,0x89,0xE789,59273,0.81119524
0xE7,0x8A,0xE78A,59274,0.811186
0xE7,0x8B,0xE78B,59275,0.81119949
0xE7,0x8C,0xE78C,59276,0.81121482
0xE7,0x8D,0xE78D,59277,0.81122015
0xE7,0x8E,0xE78E,59278,0.81123472
0xE7,0x8F,0xE78F,59279,0.81123189
0xE7,0x90,0xE790,59280,0.81127974
0xE7,0x91,0xE791,59281,0.81127419
0xE7,0x92,0xE792,59282,0.81126571
0xE7,0x93,0xE793,59283,0.81129453
0xE7,0x94,0xE794,59284,0.81129518
0xE7,0x95,0xE795,59285,0.81130573
0xE7,0x96,0xE796,59286,0.81130225
0xE7,0x97,0xE797,59287,0.811314
0xE7,0x98,0xE798,59288,0.81136717
0xE7,0x99,0xE799,59289,0.81134684
0xE7,0x9A,0xE79A,59290,0.81136978
0xE7,0x9B,0xE79B,59291,0.81139686
0xE7,0x9C,0xE79C,59292,0.81141676
0xE7,0x9D,0xE79D,59293,0.81141643
0xE7,0x9E,0xE79E,59294,0.81144177
0xE7,0x9F,0xE79F,59295,0.81145787
0xE7,0xA0,0xE7A0,59296,0.81153878
0xE7,0xA1,0xE7A1,59297,0.81152257
0xE7,0xA2,0xE7A2,59298,0.8115366
0xE7,0xA3,0xE7A3,59299,0.81152083
0xE7,0xA4,0xE7A4,59300,0.8115441
0xE7,0xA5,0xE7A5,59301,0.81153464
0xE7,0xA6,0xE7A6,59302,0.81154399
0xE7,0xA7,0xE7A7,59303,0.81156738
0xE7,0xA8,0xE7A8,59304,0.81159782
0xE7,0xA9,0xE7A9,59305,0.81161098
0xE7,0xAA,0xE7AA,59306,0.81160718
0xE7,0xAB,0xE7AB,59307,0.81160337
0xE7,0xAC,0xE7AC,59308,0.81162523
0xE7,0xAD,0xE7AD,59309,0.811641
0xE7,0xAE,0xE7AE,59310,0.81165959
0xE7,0xAF,0xE7AF,59311,0.8116734
0xE7,0xB0,0xE7B0,59312,0.81172343
0xE7,0xB1,0xE7B1,59313,0.81171549
0xE7,0xB2,0xE7B2,59314,0.8117517
0xE7,0xB3,0xE7B3,59315,0.81173289
0xE7,0xB4,0xE7B4,59316,0.81175007
0xE7,0xB5,0xE7B5,59317,0.81174561
0xE7,0xB6,0xE7B6,59318,0.81177215
0xE7,0xB7,0xE7B7,59319,0.81177519
0xE7,0xB8,0xE7B8,59320,0.81181912
0xE7,0xB9,0xE7B9,59321,0.81181075
0xE7,0xBA,0xE7BA,59322,0.81182054
0xE7,0xBB,0xE7BB,59323,0.81182967
0xE7,0xBC,0xE7BC,59324,0.81185903
0xE7,0xBD,0xE7BD,59325,0.81187013
0xE7,0xBE,0xE7BE,59326,0.8119009
0xE7,0xBF,0xE7BF,59327,0.81192189
0xE7,0xC0,0xE7C0,59328,0.81200247
0xE7,0xC1,0xE7C1,59329,0.81201019
0xE7,0xC2,0xE7C2,59330,0.8119941
0xE7,0xC3,0xE7C3,59331,0.81200041
0xE7,0xC4,0xE7C4,59332,0.81201759
0xE7,0xC5,0xE7C5,59333,0.81202074
0xE7,0xC6,0xE7C6,59334,0.81201639
0xE7,0xC7,0xE7C7,59335,0.81203999
0xE7,0xC8,0xE7C8,59336,0.81207631
0xE7,0xC9,0xE7C9,59337,0.81208251
0xE7,0xCA,0xE7CA,59338,0.81209393
0xE7,0xCB,0xE7CB,59339,0.81211089
0xE7,0xCC,0xE7CC,59340,0.81213308
0xE7,0xCD,0xE7CD,59341,0.81213482
0xE7,0xCE,0xE7CE,59342,0.81215548
0xE7,0xCF,0xE7CF,59343,0.81215243
0xE7,0xD0,0xE7D0,59344,0.8122018
0xE7,0xD1,0xE7D1,59345,0.81220572
0xE7,0xD2,0xE7D2,59346,0.81222268
0xE7,0xD3,0xE7D3,59347,0.81221638
0xE7,0xD4,0xE7D4,59348,0.8122378
0xE7,0xD5,0xE7D5,59349,0.81222888
0xE7,0xD6,0xE7D6,59350,0.81223954
0xE7,0xD7,0xE7D7,59351,0.81225542
0xE7,0xD8,0xE7D8,59352,0.81229478
0xE7,0xD9,0xE7D9,59353,0.81230153
0xE7,0xDA,0xE7DA,59354,0.81229837
